accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
A0A8H3U0A2,PIF1,Naganishia liquefaciens,104408,Agaricomycotina,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,735,unreviewed,AFDB,6,64.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H3U0A2-F1-model_v6.cif,
A0A8H5CYE4,PIF1,Tetrapyrgos nigripes,182062,Agaricomycotina,Agaricomycetes,Agaricales,Campanellaceae,Tetrapyrgos,1261,unreviewed,AFDB,6,66.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5CYE4-F1-model_v6.cif,
A0A8H5EYD2,PIF1,Psilocybe cf. subviscida,2480587,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,617,unreviewed,AFDB,6,72.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5EYD2-F1-model_v6.cif,
A0A8H5H1J4,PIF1,Tetrapyrgos nigripes,182062,Agaricomycotina,Agaricomycetes,Agaricales,Campanellaceae,Tetrapyrgos,652,unreviewed,AFDB,6,62.78,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5H1J4-F1-model_v6.cif,
A0A8H5HHS9,PIF1,Tricholomella constricta,117010,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Tricholomella,1057,unreviewed,AFDB,6,59.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5HHS9-F1-model_v6.cif,
A0A8H7CZF7,PIF1,Mycena venus,2733690,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,612,unreviewed,AFDB,6,73.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H7CZF7-F1-model_v6.cif,
A0A8X7SWK2,PIF1,Tilletia controversa (dwarf bunt fungus),13291,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,656,unreviewed,AFDB,6,68.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8X7SWK2-F1-model_v6.cif,
A0A9N8MAE1,PIF1,Tilletia laevis,157183,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,656,unreviewed,AFDB,6,68.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9N8MAE1-F1-model_v6.cif,
A0A9P3G5D9,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,581,unreviewed,AFDB,6,77.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3G5D9-F1-model_v6.cif,
A0A9P3G9Z6,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,618,unreviewed,AFDB,6,71.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3G9Z6-F1-model_v6.cif,
A0AAD7TST6,PIF1,Trametes cubensis,1111947,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,587,unreviewed,AFDB,6,72.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD7TST6-F1-model_v6.cif,
A0AAD7TZE9,PIF1,Trametes cubensis,1111947,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,722,unreviewed,AFDB,6,75.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD7TZE9-F1-model_v6.cif,
A0AAF0Y8C4,pfh1_0,Vanrija pseudolonga,143232,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,681,unreviewed,AFDB,6,69.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAF0Y8C4-F1-model_v6.cif,
A0AAW0BFE3,PIF1,Favolaschia claudopus,2862362,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Favolaschia,1096,unreviewed,AFDB,6,64.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAW0BFE3-F1-model_v6.cif,
A0AAX4K6B3,PIF1,Kwoniella dendrophila CBS 6074,1295534,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,705,unreviewed,AFDB,6,70.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAX4K6B3-F1-model_v6.cif,
A0AAX4K8N5,PIF1,Kwoniella dendrophila CBS 6074,1295534,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,622,unreviewed,AFDB,6,77.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAX4K8N5-F1-model_v6.cif,
A0AAX4KL96,PIF1,Kwoniella europaea PYCC6329,1423913,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,717,unreviewed,AFDB,6,68.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAX4KL96-F1-model_v6.cif,
A0ABP1CKG3,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,623,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABP1E5U8,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,605,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABP1E5X9,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,552,unreviewed,MISSING_predict_with_AF3,,,,,
E3LA34,PIF1,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,711,unreviewed,AFDB,6,65.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E3LA34-F1-model_v6.cif,
J9W1Z3,PIF1,Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A),235443,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,AFDB,6,74.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J9W1Z3-F1-model_v6.cif,
M7X6D4,PIF1,Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides),1130832,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,680,unreviewed,AFDB,6,66.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-M7X6D4-F1-model_v6.cif,
V2Z1H8,PIF1,Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri),1381753,Agaricomycotina,Agaricomycetes,Agaricales,Marasmiaceae,Moniliophthora,641,unreviewed,AFDB,6,70.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-V2Z1H8-F1-model_v6.cif,
A0A060SM94,PIF1,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),5643,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,612,unreviewed,AFDB,6,72.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A060SM94-F1-model_v6.cif,
A0A0K6G7K7,PIF1,Rhizoctonia solani,456999,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,631,unreviewed,AFDB,6,71.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0K6G7K7-F1-model_v6.cif,
A0A0P1BIQ6,PIF1,Ceraceosorus bombacis,401625,Ustilaginomycotina,Exobasidiomycetes,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,702,unreviewed,AFDB,6,66.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0P1BIQ6-F1-model_v6.cif,
A0A1B9FTK0,PIF1,Kwoniella bestiolae CBS 10118,1296100,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,623,unreviewed,AFDB,6,78.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1B9FTK0-F1-model_v6.cif,
A0A1C7MA88,pif1_6,Grifola frondosa (Maitake) (Polyporus frondosus),5627,Agaricomycotina,Agaricomycetes,Polyporales,Grifolaceae,Grifola,600,unreviewed,AFDB,6,73.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1C7MA88-F1-model_v6.cif,
A0A1E3HRY9,PIF1,Cryptococcus depauperatus CBS 7841,1295531,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,652,unreviewed,AFDB,6,72.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1E3HRY9-F1-model_v6.cif,
A0A1K0G3T0,PIF1,Ustilago bromivora,307758,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,718,unreviewed,AFDB,6,66.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1K0G3T0-F1-model_v6.cif,
A0A1M2VF04,PIF1,Trametes pubescens (White-rot fungus),154538,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,725,unreviewed,AFDB,6,73.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1M2VF04-F1-model_v6.cif,
A0A1Q3EGR3,PIF1,Lentinula edodes (Shiitake mushroom) (Lentinus edodes),5353,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,582,unreviewed,AFDB,6,73.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1Q3EGR3-F1-model_v6.cif,
A0A238F8L5,PIF1,Microbotryum intermedium,269621,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,758,unreviewed,AFDB,6,64.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A238F8L5-F1-model_v6.cif,
A0A284R575,PIF1,Armillaria ostoyae (Armillaria root rot fungus),47428,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,605,unreviewed,AFDB,6,73.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A284R575-F1-model_v6.cif,
A0A2S5BEQ4,PIF1,Rhodotorula taiwanensis,741276,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,709,unreviewed,AFDB,6,61.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2S5BEQ4-F1-model_v6.cif,
A0A2X0LW32,BQ5605_C013g07329,Microbotryum silenes-dioicae,796604,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,748,unreviewed,AFDB,6,62.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2X0LW32-F1-model_v6.cif,
A0A409W7F6,PIF1,Gymnopilus dilepis,231916,Agaricomycotina,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,642,unreviewed,AFDB,6,70.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A409W7F6-F1-model_v6.cif,
A0A4Q1BV97,PIF1,Tremella mesenterica (Jelly fungus),5217,Agaricomycotina,Tremellomycetes,Tremellales,Tremellaceae,Tremella,650,unreviewed,AFDB,6,71.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Q1BV97-F1-model_v6.cif,
A0A4S4LSC0,PIF1,Bondarzewia mesenterica,1095465,Agaricomycotina,Agaricomycetes,Russulales,Bondarzewiaceae,Bondarzewia,634,unreviewed,AFDB,6,68.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4S4LSC0-F1-model_v6.cif,
A0A5N5QIE1,PIF1,Ceratobasidium theobromae,1582974,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,1357,unreviewed,MISSING_predict_with_AF3,,,,,
A0A5N5QIV7,PIF1,Ceratobasidium theobromae,1582974,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,2119,unreviewed,MISSING_predict_with_AF3,,,,,
A0A5N5QSQ7,PIF1,Ceratobasidium theobromae,1582974,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,707,unreviewed,AFDB,6,65.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5N5QSQ7-F1-model_v6.cif,
A0A8H5HYM6,PIF1,Collybiopsis confluens,2823264,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,597,unreviewed,AFDB,6,73.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5HYM6-F1-model_v6.cif,
A0A9P3G4R7,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,643,unreviewed,AFDB,6,70.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3G4R7-F1-model_v6.cif,
A0A9P3UJ47,PIF1,Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji),47721,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,604,unreviewed,AFDB,6,75.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3UJ47-F1-model_v6.cif,
A0AA48QVP0,PIF1,Cutaneotrichosporon cavernicola,279322,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,686,unreviewed,AFDB,6,70.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA48QVP0-F1-model_v6.cif,
A0AAD3TY69,PIF1,Cutaneotrichosporon spelunceum,1672016,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,664,unreviewed,AFDB,6,70.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD3TY69-F1-model_v6.cif,
A0AAD5VW10,PIF1,Leucocoprinus birnbaumii,56174,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,587,unreviewed,AFDB,6,68.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5VW10-F1-model_v6.cif,
A0AAJ4XLQ0,PIF1,Melanopsichium pennsylvanicum,63383,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,,Melanopsichium,710,unreviewed,AFDB,6,66.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAJ4XLQ0-F1-model_v6.cif,
A0AAW0E6V9,PIF1,Favolaschia claudopus,2862362,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Favolaschia,573,unreviewed,AFDB,6,75.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAW0E6V9-F1-model_v6.cif,
A0ABP1DQJ8,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,572,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR3JDG0,PIF1,Hohenbuehelia grisea,104357,Agaricomycotina,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,609,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR5B432,PIF1,Cryptococcus bacillisporus CA1873,1296111,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABZ2AN38,PIF1,Cryptococcus decagattii,1859122,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,MISSING_predict_with_AF3,,,,,
A8N288,PIF1,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,641,unreviewed,AFDB,6,73.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A8N288-F1-model_v6.cif,
E7A0V7,PIF1,Sporisorium reilianum (strain SRZ2) (Maize head smut fungus),999809,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,726,unreviewed,AFDB,6,65.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E7A0V7-F1-model_v6.cif,
J9VZB8,PIF1,Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A),235443,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,AFDB,6,72.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J9VZB8-F1-model_v6.cif,
Q5KCW7,PIF1,Cryptococcus deneoformans (strain JEC21 / ATCC MYA-565) (Cryptococcus neoformans var. neoformans serotype D),214684,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,AFDB,6,74.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q5KCW7-F1-model_v6.cif,
R9NXM4,PIF1,Pseudozyma hubeiensis (strain SY62) (Yeast),1305764,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,719,unreviewed,AFDB,6,66.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-R9NXM4-F1-model_v6.cif,
W3VVA0,PIF1,Moesziomyces aphidis (Pseudozyma aphidis),84754,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,693,unreviewed,AFDB,6,67.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-W3VVA0-F1-model_v6.cif,
A0A074S1G0,PIF1,Rhizoctonia solani 123E,1423351,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,839,unreviewed,AFDB,6,63.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A074S1G0-F1-model_v6.cif,
A0A0D1DZD7,PIF1,Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis),5270,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,,Mycosarcoma,706,unreviewed,AFDB,6,67.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D1DZD7-F1-model_v6.cif,
A0A0L6V131,PIF1,Puccinia sorghi,27349,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,716,unreviewed,AFDB,6,65.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0L6V131-F1-model_v6.cif,
A0A1B9HTQ2,PIF1,Kwoniella pini CBS 10737,1296096,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,702,unreviewed,AFDB,6,69.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1B9HTQ2-F1-model_v6.cif,
A0A2R6NMH7,PIF1,Hermanssonia centrifuga,98765,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Hermanssonia,583,unreviewed,AFDB,6,75.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2R6NMH7-F1-model_v6.cif,
A0A2R6NTT4,PIF1,Hermanssonia centrifuga,98765,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Hermanssonia,647,unreviewed,AFDB,6,67.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2R6NTT4-F1-model_v6.cif,
A0A2X0KA56,PIF1,Microbotryum saponariae,289078,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,751,unreviewed,AFDB,6,65.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2X0KA56-F1-model_v6.cif,
A0A4S4KLM9,PIF1,Hermanssonia centrifuga,98765,Agaricomycotina,Agaricomycetes,Polyporales,Meruliaceae,Hermanssonia,605,unreviewed,AFDB,6,68.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4S4KLM9-F1-model_v6.cif,
A0A4S4MT59,PIF1,Antrodiella citrinella,2447956,Agaricomycotina,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,592,unreviewed,AFDB,6,74.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4S4MT59-F1-model_v6.cif,
A0A4T0FNF2,PIF1,Wallemia hederae,1540922,Wallemiomycotina,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,621,unreviewed,AFDB,6,72.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4T0FNF2-F1-model_v6.cif,
A0A4Y9YC71,PIF1,Dentipellis fragilis,205917,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,639,unreviewed,AFDB,6,69.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Y9YC71-F1-model_v6.cif,
A0A4Y9YGX5,PIF1,Dentipellis fragilis,205917,Agaricomycotina,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,602,unreviewed,AFDB,6,73.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Y9YGX5-F1-model_v6.cif,
A0A5B0N1Q3,PIF1,Puccinia graminis f. sp. tritici,56615,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,701,unreviewed,AFDB,6,65.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5B0N1Q3-F1-model_v6.cif,
A0A5C3E4B2,PIF1,Ustilago trichophora,86804,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,737,unreviewed,AFDB,6,65.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5C3E4B2-F1-model_v6.cif,
A0A5C3E832,PIF1,Ustilago trichophora,86804,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,737,unreviewed,AFDB,6,65.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5C3E832-F1-model_v6.cif,
A0A5C3FLB2,PIF1,Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica),84753,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,692,unreviewed,AFDB,6,67.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5C3FLB2-F1-model_v6.cif,
A0A5M6C3F7,PIF1,Kwoniella shandongensis,1734106,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,692,unreviewed,AFDB,6,70.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5M6C3F7-F1-model_v6.cif,
A0A8H5D9L0,PIF1,Leucocoprinus leucothites,201217,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,598,unreviewed,AFDB,6,79.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5D9L0-F1-model_v6.cif,
A0A8H5FIS4,PIF1,Ephemerocybe angulata,980116,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Ephemerocybe,614,unreviewed,AFDB,6,71.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5FIS4-F1-model_v6.cif,
A0A8H5LZH5,PIF1,Tetrapyrgos nigripes,182062,Agaricomycotina,Agaricomycetes,Agaricales,Campanellaceae,Tetrapyrgos,596,unreviewed,AFDB,6,72.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5LZH5-F1-model_v6.cif,
A0A8H5M8P6,PIF1,Collybiopsis confluens,2823264,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,641,unreviewed,AFDB,6,74.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5M8P6-F1-model_v6.cif,
A0A8H6X7X8,PIF1,Mycena sanguinolenta,230812,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,598,unreviewed,AFDB,6,70.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6X7X8-F1-model_v6.cif,
A0A8X7NC76,PIF1,Tilletia walkeri,117179,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,648,unreviewed,AFDB,6,69.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8X7NC76-F1-model_v6.cif,
A0A9P3G2I0,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,649,unreviewed,AFDB,6,77.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3G2I0-F1-model_v6.cif,
A0A9P3GEL8,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,569,unreviewed,AFDB,6,75.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3GEL8-F1-model_v6.cif,
A0A9Q3CGN2,PIF1,Austropuccinia psidii MF-1,1389203,Pucciniomycotina,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,718,unreviewed,AFDB,6,65.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q3CGN2-F1-model_v6.cif,
A0A9Q3DCC3,PIF1,Austropuccinia psidii MF-1,1389203,Pucciniomycotina,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,761,unreviewed,AFDB,6,62.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q3DCC3-F1-model_v6.cif,
A0AA38HDX6,PIF1,Dioszegia hungarica,4972,Agaricomycotina,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,649,unreviewed,AFDB,6,71.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA38HDX6-F1-model_v6.cif,
A0AAJ8KXR9,PIF1,Kwoniella dejecticola CBS 10117,1296121,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,617,unreviewed,AFDB,6,79.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAJ8KXR9-F1-model_v6.cif,
A0AAW0YJW9,PIF1,Kwoniella newhampshirensis,1651941,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,688,unreviewed,AFDB,6,70.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAW0YJW9-F1-model_v6.cif,
